term,type,up_support_days,down_support_days,total_support_days,up_total_days,down_total_days,up_prevalence_pct,down_prevalence_pct,up_minus_down_pp
companies including,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
company behind,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
company reported,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
computing services,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
confirming,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
connected,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
contrasts,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
conventional,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
corning,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
corporation and,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
could become,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
could go,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
covers,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
cramer is,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
crucial for,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
customers such,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
day's,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
dead,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
deal puts,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
delivered fantastic,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
denies,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
deploys nvidia,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
developed with,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
develops,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
dgx,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
dollars on,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
dominance of,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
dominated the,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
doug clinton,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
dutch,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
earnings next,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
eighth,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
electronic,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
elizabeth,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
elizabeth warren,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
energy efficiency,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
escalating,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
ethereum,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
evening,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
evolving narrative,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
example,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
exited its,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
expands nvidia,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
exported,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
fact,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
factory with,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
favor of,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
fda,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
finance host,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
financing to,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
firmus,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
flip,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
for h200,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
for hyperscalers,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
for key,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
for meta,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
forced,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
forecast first,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
forecasts and,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
foundation for,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
fourth consecutive,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
from google's,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
gain in,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
gain traction,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
gainers,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
gauges,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
generation high,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
generative artificial,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
global expansion,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
go to,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
goals,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
google will,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
google's cloud,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
google's tpu,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
google's tpus,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
gpu accelerated,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
gpu powered,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
gpu systems,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
grace blackwell,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
graphics processors,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
grip on,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
groq deal,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
guidance for,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
h200s,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
happen,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
hardware to,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
has gone,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
has helped,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
hat,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
have made,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
hbm capacity,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
he believes,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
he commented,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
he sees,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
hearing,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
helium,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
high demand,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
high tech,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
highlights how,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
highs as,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
historically,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
holdings and,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
hon,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
hp inc,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
hpq,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
hyperscaler capex,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
in august,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
in favor,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
in particular,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
in response,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
in stock,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
infrastructure investment,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
infrastructure provider,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
initiated,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
insights into,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
integrated circuits,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
intel ceo,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
intel nvidia,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
intelligence cloud,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
intelligence technology,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
interconnect,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
interest from,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
into artificial,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
introduce,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
investor worries,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
invests 2b,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
is gaining,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
is leveraging,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
is micron,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
is part,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
is stuck,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
is talking,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
is tech,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
it raised,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
it seeks,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
its gpus,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
its workforce,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
itself in,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
jefferies,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
jobs in,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
jump as,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
jump from,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
justify,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
key earnings,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
key market,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
key movers,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
key player,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
king of,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
know today,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
kristina,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
kristina partsinevelos,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
labs and,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
lag,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
lead chip,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
leadership and,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
leaves,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
licenses to,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
looking at,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
lowe's,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
major customers,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
major expansion,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
maker is,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
maker was,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
man,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
margins are,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
market by,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
market strategist,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
meaning,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
megacap tech,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
meta up,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
micron the,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
models that,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
month as,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
month of,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
moved to,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
moves are,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
msft is,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
multiyear partnership,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
networking equipment,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
new open,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
newer,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
news highlights,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
newspaper,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
nine,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
none of,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
not alone,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
nova,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
numbers are,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
nutanix,word,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
nvda the,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
nvidia be,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
nvidia falls,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
nvidia jumps,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
nvidia keeps,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
nvidia lead,phrase,3,2,5,51,41,5.882352941176471,4.878048780487805,1.0043041606886653
